chid,pid,purpose,firstclass,tickettype,whopaid,luggage,age,male,income,seasonalticket,oricanton,descanton,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
7986,1076,4,0,3,1,1,2,1,2,0,22,1,233,133,60,96,177,30,0,208,80,3
7987,1076,4,0,3,1,1,2,1,2,0,22,1,177,111,30,88,156,20,0,128,80,3
7988,1076,4,0,3,1,1,2,1,2,0,22,1,233,100,60,88,116,20,0,160,130,2
7989,1076,4,0,3,1,1,2,1,2,0,22,1,196,100,120,82,139,10,0,160,80,3
7990,1076,4,0,3,1,1,2,1,2,0,22,1,177,133,120,96,177,10,0,128,100,3
7991,1076,4,0,3,1,1,2,1,2,0,22,1,177,100,30,96,123,30,0,160,100,3
7992,1076,4,0,3,1,1,2,1,2,0,22,1,233,111,60,82,132,10,0,128,100,3
7993,1077,4,0,3,1,1,2,1,2,0,25,2,145,108,120,69,116,20,0,156,70,2
7994,1077,4,0,3,1,1,2,1,2,0,25,2,131,108,30,64,111,10,0,156,91,2
7995,1077,4,0,3,1,1,2,1,2,0,25,2,172,108,60,75,132,30,0,156,56,3
7996,1077,4,0,3,1,1,2,1,2,0,25,2,131,90,30,69,116,20,0,96,56,3
7997,1077,4,0,3,1,1,2,1,2,0,25,2,172,81,60,69,91,20,0,120,91,2
7998,1077,4,0,3,1,1,2,1,2,0,25,2,145,81,120,64,108,10,0,120,56,3
7999,1077,4,0,3,1,1,2,1,2,0,25,2,131,108,120,75,132,10,0,96,70,3
8000,1077,4,0,3,1,1,2,1,2,0,25,2,131,81,30,75,98,30,0,120,70,2
8001,1077,4,0,3,1,1,2,1,2,0,25,2,172,90,60,64,103,10,0,96,70,3
8002,1078,4,0,3,1,1,2,1,3,0,22,17,381,149,30,166,165,10,0,270,168,2
8003,1078,4,0,3,1,1,2,1,3,0,22,17,381,149,120,154,205,10,0,351,273,2
8004,1078,4,0,3,1,1,2,1,3,0,22,17,381,134,30,145,189,20,0,351,210,2
8005,1078,4,0,3,1,1,2,1,3,0,22,17,289,134,60,145,189,30,0,216,273,2
8006,1078,4,0,3,1,1,2,1,3,0,22,17,320,149,30,145,177,30,0,351,168,2
8007,1078,4,0,3,1,1,2,1,3,0,22,17,320,134,30,154,156,10,0,216,210,2
8008,1078,4,0,3,1,1,2,1,3,0,22,17,320,179,60,145,194,20,0,216,168,2
8009,1078,4,0,3,1,1,2,1,3,0,22,17,381,179,30,154,205,30,0,216,273,2
8010,1078,4,0,3,1,1,2,1,3,0,22,17,320,149,60,154,205,30,0,270,210,2
8011,1079,4,0,3,1,1,3,1,2,0,25,12,193,127,120,117,132,20,0,234,90,3
8012,1079,4,0,3,1,1,3,1,2,0,25,12,175,127,30,112,128,10,0,234,117,2
8013,1079,4,0,3,1,1,3,1,2,0,25,12,230,127,60,123,149,30,0,234,72,3
8014,1079,4,0,3,1,1,3,1,2,0,25,12,175,106,30,117,132,20,0,144,72,3
8015,1079,4,0,3,1,1,3,1,2,0,25,12,230,95,60,117,106,20,0,180,117,2
8016,1079,4,0,3,1,1,3,1,2,0,25,12,193,95,120,112,123,10,0,180,72,3
8017,1079,4,0,3,1,1,3,1,2,0,25,12,175,127,120,123,149,10,0,144,90,3
8018,1079,4,0,3,1,1,3,1,2,0,25,12,175,95,30,123,108,30,0,180,90,3
8019,1079,4,0,3,1,1,3,1,2,0,25,12,230,106,60,112,116,10,0,144,90,3
8020,1080,4,0,3,1,1,4,1,1,0,25,23,166,71,30,118,80,10,0,90,44,3
8021,1080,4,0,3,1,1,4,1,1,0,25,23,166,71,120,116,86,10,0,117,71,3
8022,1080,4,0,3,1,1,4,1,1,0,25,23,166,64,30,114,80,20,0,117,55,3
8023,1080,4,0,3,1,1,4,1,1,0,25,23,127,64,60,114,80,30,0,72,71,3
8024,1080,4,0,3,1,1,4,1,1,0,25,23,140,71,30,114,80,30,0,117,44,3
8025,1080,4,0,3,1,1,4,1,1,0,25,23,140,64,30,116,70,10,0,72,55,3
8026,1080,4,0,3,1,1,4,1,1,0,25,23,140,85,60,114,90,20,0,72,44,3
8027,1080,4,0,3,1,1,4,1,1,0,25,23,166,85,30,116,91,30,0,72,71,3
8028,1080,4,0,3,1,1,4,1,1,0,25,23,140,71,60,116,86,30,0,90,55,3
8029,1081,4,0,3,1,1,4,1,2,0,20,25,290,173,120,161,194,20,0,312,150,3
8030,1081,4,0,3,1,1,4,1,2,0,20,25,262,173,30,153,182,10,0,312,195,2
8031,1081,4,0,3,1,1,4,1,2,0,20,25,346,173,60,171,220,30,0,312,120,3
8032,1081,4,0,3,1,1,4,1,2,0,20,25,262,144,30,161,194,20,0,192,120,3
8033,1081,4,0,3,1,1,4,1,2,0,20,25,346,130,60,161,144,20,0,240,195,2
8034,1081,4,0,3,1,1,4,1,2,0,20,25,290,130,120,153,177,10,0,240,120,3
8035,1081,4,0,3,1,1,4,1,2,0,20,25,262,173,120,171,220,10,0,192,150,3
8036,1081,4,0,3,1,1,4,1,2,0,20,25,262,130,30,171,156,30,0,240,150,2
8037,1081,4,0,3,1,1,4,1,2,0,20,25,346,144,60,153,165,10,0,192,150,2
8038,1082,4,0,3,1,1,4,1,2,0,22,12,191,108,120,101,108,30,0,140,85,3
8039,1082,4,0,3,1,1,4,1,2,0,22,12,143,81,120,104,90,30,0,182,68,2
8040,1082,4,0,3,1,1,4,1,2,0,22,12,191,81,120,108,91,20,0,112,68,3
8041,1082,4,0,3,1,1,4,1,2,0,22,12,159,81,60,108,91,10,0,182,110,2
8042,1082,4,0,3,1,1,4,1,2,0,22,12,159,90,120,108,95,30,0,112,110,3
8043,1082,4,0,3,1,1,4,1,2,0,22,12,143,90,60,108,95,20,0,182,85,2
8044,1082,4,0,3,1,1,4,1,2,0,22,12,143,108,60,104,111,10,0,140,68,3
8045,1082,4,0,3,1,1,4,1,2,0,22,12,143,90,120,101,98,20,0,140,110,2
8046,1082,4,0,3,1,1,4,1,2,0,22,12,159,108,30,108,123,20,0,140,110,3
8047,1083,4,0,3,1,1,4,1,2,0,25,2,271,119,120,159,128,30,0,160,100,2
8048,1083,4,0,3,1,1,4,1,2,0,25,2,225,89,120,164,103,30,0,208,80,2
8049,1083,4,0,3,1,1,4,1,2,0,25,2,271,89,120,170,106,20,0,128,80,3
8050,1083,4,0,3,1,1,4,1,2,0,25,2,240,89,60,170,106,10,0,208,130,2
8051,1083,4,0,3,1,1,4,1,2,0,25,2,240,99,120,170,108,30,0,128,130,3
8052,1083,4,0,3,1,1,4,1,2,0,25,2,225,99,60,170,108,20,0,208,100,2
8053,1083,4,0,3,1,1,4,1,2,0,25,2,225,119,60,164,132,10,0,160,80,3
8054,1083,4,0,3,1,1,4,1,2,0,25,2,225,99,120,159,114,20,0,160,130,2
8055,1083,4,0,3,1,1,4,1,2,0,25,2,240,119,30,170,144,20,0,160,130,2
8056,1084,4,0,3,1,1,4,1,3,0,25,17,290,179,120,102,210,20,0,325,155,2
8057,1084,4,0,3,1,1,4,1,3,0,25,17,262,179,30,91,194,10,0,325,201,2
8058,1084,4,0,3,1,1,4,1,3,0,25,17,346,179,60,116,248,30,0,325,124,3
8059,1084,4,0,3,1,1,4,1,3,0,25,17,262,149,30,102,210,20,0,200,124,3
8060,1084,4,0,3,1,1,4,1,3,0,25,17,346,134,60,102,156,20,0,250,201,2
8061,1084,4,0,3,1,1,4,1,3,0,25,17,290,134,120,91,194,10,0,250,124,3
8062,1084,4,0,3,1,1,4,1,3,0,25,17,262,179,120,116,248,10,0,200,155,3
8063,1084,4,0,3,1,1,4,1,3,0,25,17,262,134,30,116,165,30,0,250,155,2
8064,1084,4,0,3,1,1,4,1,3,0,25,17,346,149,60,91,177,10,0,200,155,2
8065,1085,4,0,3,1,1,5,1,2,0,1,23,290,99,30,205,108,10,0,130,64,3
8066,1085,4,0,3,1,1,5,1,2,0,1,23,290,99,120,201,128,10,0,169,104,3
8067,1085,4,0,3,1,1,5,1,2,0,1,23,290,89,30,198,114,20,0,169,80,3
8068,1085,4,0,3,1,1,5,1,2,0,1,23,239,89,60,198,114,30,0,104,104,3
8069,1085,4,0,3,1,1,5,1,2,0,1,23,256,99,30,198,111,30,0,169,64,3
8070,1085,4,0,3,1,1,5,1,2,0,1,23,256,89,30,201,99,10,0,104,80,2
8071,1085,4,0,3,1,1,5,1,2,0,1,23,256,119,60,198,123,20,0,104,64,3
8072,1085,4,0,3,1,1,5,1,2,0,1,23,290,119,30,201,128,30,0,104,104,3
8073,1085,4,0,3,1,1,5,1,2,0,1,23,256,99,60,201,128,30,0,130,80,3
8074,1086,4,0,3,1,1,5,1,2,0,22,1,182,137,120,74,156,20,0,260,125,3
8075,1086,4,0,3,1,1,5,1,2,0,22,1,165,137,30,68,144,10,0,260,162,2
8076,1086,4,0,3,1,1,5,1,2,0,22,1,216,137,60,82,177,30,0,260,100,3
8077,1086,4,0,3,1,1,5,1,2,0,22,1,165,114,30,74,156,20,0,160,100,3
8078,1086,4,0,3,1,1,5,1,2,0,22,1,216,103,60,74,116,20,0,200,162,2
8079,1086,4,0,3,1,1,5,1,2,0,22,1,182,103,120,68,144,10,0,200,100,3
8080,1086,4,0,3,1,1,5,1,2,0,22,1,165,137,120,82,177,10,0,160,125,3
8081,1086,4,0,3,1,1,5,1,2,0,22,1,165,103,30,82,128,30,0,200,125,2
8082,1086,4,0,3,1,1,5,1,2,0,22,1,216,114,60,68,132,10,0,160,125,3
8083,1087,4,0,3,1,1,5,1,2,0,25,1,200,148,120,71,165,20,0,351,160,3
8084,1087,4,0,3,1,1,5,1,2,0,25,1,182,148,30,63,156,10,0,351,208,2
8085,1087,4,0,3,1,1,5,1,2,0,25,1,236,148,60,81,198,30,0,351,128,3
8086,1087,4,0,3,1,1,5,1,2,0,25,1,182,123,30,71,172,20,0,216,128,3
8087,1087,4,0,3,1,1,5,1,2,0,25,1,236,111,60,71,128,20,0,270,208,2
8088,1087,4,0,3,1,1,5,1,2,0,25,1,200,111,120,63,156,10,0,270,128,3
8089,1087,4,0,3,1,1,5,1,2,0,25,1,182,148,120,81,198,10,0,216,160,3
8090,1087,4,0,3,1,1,5,1,2,0,25,1,182,111,30,81,132,30,0,270,160,2
8091,1087,4,0,3,1,1,5,1,2,0,25,1,236,123,60,63,144,10,0,216,160,3
8092,1088,4,0,3,1,1,5,1,2,0,25,2,125,96,120,49,106,20,0,143,70,3
8093,1088,4,0,3,1,1,5,1,2,0,25,2,114,96,30,44,99,10,0,143,91,2
8094,1088,4,0,3,1,1,5,1,2,0,25,2,146,96,60,55,123,30,0,143,56,3
8095,1088,4,0,3,1,1,5,1,2,0,25,2,114,80,30,49,106,20,0,88,56,3
8096,1088,4,0,3,1,1,5,1,2,0,25,2,146,72,60,49,83,20,0,110,91,2
8097,1088,4,0,3,1,1,5,1,2,0,25,2,125,72,120,44,99,10,0,110,56,3
8098,1088,4,0,3,1,1,5,1,2,0,25,2,114,96,120,55,123,10,0,88,70,3
8099,1088,4,0,3,1,1,5,1,2,0,25,2,114,72,30,55,86,30,0,110,70,2
8100,1088,4,0,3,1,1,5,1,2,0,25,2,146,80,60,44,91,10,0,88,70,3
8101,1089,4,0,3,1,1,5,1,4,0,25,18,406,149,30,235,165,10,0,250,104,3
8102,1089,4,0,3,1,1,5,1,4,0,25,18,406,149,120,225,198,10,0,325,169,3
8103,1089,4,0,3,1,1,5,1,4,0,25,18,406,134,30,217,182,20,0,325,130,3
8104,1089,4,0,3,1,1,5,1,4,0,25,18,328,134,60,217,182,30,0,200,169,3
8105,1089,4,0,3,1,1,5,1,4,0,25,18,354,149,30,217,172,30,0,325,104,3
8106,1089,4,0,3,1,1,5,1,4,0,25,18,354,134,30,225,156,10,0,200,130,3
8107,1089,4,0,3,1,1,5,1,4,0,25,18,354,179,60,217,194,20,0,200,104,3
8108,1089,4,0,3,1,1,5,1,4,0,25,18,406,179,30,225,198,30,0,200,169,3
8109,1089,4,0,3,1,1,5,1,4,0,25,18,354,149,60,225,198,30,0,250,130,3
8110,1090,4,0,3,1,1,2,0,1,0,17,12,199,109,120,111,108,30,0,130,85,3
8111,1090,4,0,3,1,1,2,0,1,0,17,12,151,82,120,114,91,30,0,169,68,2
8112,1090,4,0,3,1,1,2,0,1,0,17,12,199,82,120,118,95,20,0,104,68,3
8113,1090,4,0,3,1,1,2,0,1,0,17,12,167,82,60,118,95,10,0,169,110,2
8114,1090,4,0,3,1,1,2,0,1,0,17,12,167,91,120,118,98,30,0,104,110,3
8115,1090,4,0,3,1,1,2,0,1,0,17,12,151,91,60,118,98,20,0,169,85,3
8116,1090,4,0,3,1,1,2,0,1,0,17,12,151,109,60,114,111,10,0,130,68,3
8117,1090,4,0,3,1,1,2,0,1,0,17,12,151,91,120,111,99,20,0,130,110,2
8118,1090,4,0,3,1,1,2,0,1,0,17,12,167,109,30,118,123,20,0,130,110,3
8119,1091,4,0,3,1,1,2,0,2,0,22,12,247,99,30,161,106,10,0,170,76,3
8120,1091,4,0,3,1,1,2,0,2,0,22,12,247,99,120,157,116,10,0,221,123,2
8121,1091,4,0,3,1,1,2,0,2,0,22,12,247,89,30,154,108,20,0,221,95,2
8122,1091,4,0,3,1,1,2,0,2,0,22,12,195,89,60,154,108,30,0,136,123,3
8123,1091,4,0,3,1,1,2,0,2,0,22,12,212,99,30,154,108,30,0,221,76,3
8124,1091,4,0,3,1,1,2,0,2,0,22,12,212,89,30,157,98,10,0,136,95,3
8125,1091,4,0,3,1,1,2,0,2,0,22,12,212,119,60,154,123,20,0,136,76,3
8126,1091,4,0,3,1,1,2,0,2,0,22,12,247,119,30,157,123,30,0,136,123,3
8127,1091,4,0,3,1,1,2,0,2,0,22,12,212,99,60,157,116,30,0,170,95,3
8128,1092,4,0,3,1,1,2,1,3,0,22,12,209,118,120,116,116,30,0,170,95,3
8129,1092,4,0,3,1,1,2,1,3,0,22,12,157,88,120,119,98,30,0,221,76,2
8130,1092,4,0,3,1,1,2,1,3,0,22,12,209,88,120,123,99,20,0,136,76,3
8131,1092,4,0,3,1,1,2,1,3,0,22,12,174,88,60,123,99,10,0,221,123,2
8132,1092,4,0,3,1,1,2,1,3,0,22,12,174,98,120,123,103,30,0,136,123,3
8133,1092,4,0,3,1,1,2,1,3,0,22,12,157,98,60,123,103,20,0,221,95,2
8134,1092,4,0,3,1,1,2,1,3,0,22,12,157,118,60,119,123,10,0,170,76,3
8135,1092,4,0,3,1,1,2,1,3,0,22,12,157,98,120,116,106,20,0,170,123,2
8136,1092,4,0,3,1,1,2,1,3,0,22,12,174,118,30,123,132,20,0,170,123,2
8137,1093,4,0,3,1,1,2,1,4,0,1,22,164,124,120,56,139,20,0,221,85,3
8138,1093,4,0,3,1,1,2,1,4,0,1,22,150,124,30,50,132,10,0,221,110,2
8139,1093,4,0,3,1,1,2,1,4,0,1,22,193,124,60,64,165,30,0,221,68,3
8140,1093,4,0,3,1,1,2,1,4,0,1,22,150,103,30,56,144,20,0,136,68,3
8141,1093,4,0,3,1,1,2,1,4,0,1,22,193,93,60,56,106,20,0,170,110,2
8142,1093,4,0,3,1,1,2,1,4,0,1,22,164,93,120,50,132,10,0,170,68,3
8143,1093,4,0,3,1,1,2,1,4,0,1,22,150,124,120,64,165,10,0,136,85,3
8144,1093,4,0,3,1,1,2,1,4,0,1,22,150,93,30,64,114,30,0,170,85,2
8145,1093,4,0,3,1,1,2,1,4,0,1,22,193,103,60,50,123,10,0,136,85,3
8146,1094,4,0,3,1,1,3,1,3,0,1,23,331,133,120,282,144,20,0,208,105,3
8147,1094,4,0,3,1,1,3,1,3,0,1,23,303,133,30,279,139,10,0,208,136,2
8148,1094,4,0,3,1,1,3,1,3,0,1,23,387,133,60,286,156,30,0,208,84,3
8149,1094,4,0,3,1,1,3,1,3,0,1,23,303,111,30,282,139,20,0,128,84,3
8150,1094,4,0,3,1,1,3,1,3,0,1,23,387,100,60,282,111,20,0,160,136,2
8151,1094,4,0,3,1,1,3,1,3,0,1,23,331,100,120,279,128,10,0,160,84,3
8152,1094,4,0,3,1,1,3,1,3,0,1,23,303,133,120,286,156,10,0,128,105,3
8153,1094,4,0,3,1,1,3,1,3,0,1,23,303,100,30,286,114,30,0,160,105,3
8154,1094,4,0,3,1,1,3,1,3,0,1,23,387,111,60,279,123,10,0,128,105,3
8155,1095,4,0,3,1,1,4,0,2,0,25,12,193,127,120,117,132,20,0,221,110,3
8156,1095,4,0,3,1,1,4,0,2,0,25,12,175,127,30,112,128,10,0,221,143,3
8157,1095,4,0,3,1,1,4,0,2,0,25,12,230,127,60,123,149,30,0,221,88,3
8158,1095,4,0,3,1,1,4,0,2,0,25,12,175,106,30,117,132,20,0,136,88,3
8159,1095,4,0,3,1,1,4,0,2,0,25,12,230,95,60,117,106,20,0,170,143,3
8160,1095,4,0,3,1,1,4,0,2,0,25,12,193,95,120,112,123,10,0,170,88,3
8161,1095,4,0,3,1,1,4,0,2,0,25,12,175,127,120,123,149,10,0,136,110,3
8162,1095,4,0,3,1,1,4,0,2,0,25,12,175,95,30,123,108,30,0,170,110,3
8163,1095,4,0,3,1,1,4,0,2,0,25,12,230,106,60,112,116,10,0,136,110,3
8164,1096,4,0,3,1,1,4,1,2,0,2,1,119,91,120,64,103,20,0,130,55,3
8165,1096,4,0,3,1,1,4,1,2,0,2,1,108,91,30,61,98,10,0,130,71,3
8166,1096,4,0,3,1,1,4,1,2,0,2,1,141,91,60,68,116,30,0,130,44,3
8167,1096,4,0,3,1,1,4,1,2,0,2,1,108,76,30,64,103,20,0,80,44,3
8168,1096,4,0,3,1,1,4,1,2,0,2,1,141,68,60,64,80,20,0,100,71,3
8169,1096,4,0,3,1,1,4,1,2,0,2,1,119,68,120,61,95,10,0,100,44,3
8170,1096,4,0,3,1,1,4,1,2,0,2,1,108,91,120,68,116,10,0,80,55,3
8171,1096,4,0,3,1,1,4,1,2,0,2,1,108,68,30,68,83,30,0,100,55,3
8172,1096,4,0,3,1,1,4,1,2,0,2,1,141,76,60,61,90,10,0,80,55,3
8173,1097,4,0,3,1,1,5,1,1,0,25,22,90,62,120,51,68,30,0,70,40,3
8174,1097,4,0,3,1,1,5,1,1,0,25,22,70,47,120,53,52,30,0,91,32,3
8175,1097,4,0,3,1,1,5,1,1,0,25,22,90,47,120,55,53,20,0,56,32,3
8176,1097,4,0,3,1,1,5,1,1,0,25,22,77,47,60,55,53,10,0,91,52,3
8177,1097,4,0,3,1,1,5,1,1,0,25,22,77,52,120,55,57,30,0,56,52,3
8178,1097,4,0,3,1,1,5,1,1,0,25,22,70,52,60,55,57,20,0,91,40,3
8179,1097,4,0,3,1,1,5,1,1,0,25,22,70,62,60,53,71,10,0,70,32,3
8180,1097,4,0,3,1,1,5,1,1,0,25,22,70,52,120,51,62,20,0,70,52,3
8181,1097,4,0,3,1,1,5,1,1,0,25,22,77,62,30,55,80,20,0,70,52,3
8182,1098,4,0,3,1,1,2,0,2,0,17,2,174,118,120,61,132,20,0,195,100,2
8183,1098,4,0,3,1,1,2,0,2,0,17,2,159,118,30,55,128,10,0,195,130,2
8184,1098,4,0,3,1,1,2,0,2,0,17,2,205,118,60,69,161,30,0,195,80,2
8185,1098,4,0,3,1,1,2,0,2,0,17,2,159,98,30,61,139,20,0,120,80,3
8186,1098,4,0,3,1,1,2,0,2,0,17,2,205,88,60,61,103,20,0,150,130,2
8187,1098,4,0,3,1,1,2,0,2,0,17,2,174,88,120,55,128,10,0,150,80,2
8188,1098,4,0,3,1,1,2,0,2,0,17,2,159,118,120,69,161,10,0,120,100,3
8189,1098,4,0,3,1,1,2,0,2,0,17,2,159,88,30,69,108,30,0,150,100,2
8190,1098,4,0,3,1,1,2,0,2,0,17,2,205,98,60,55,116,10,0,120,100,2
8191,1099,4,0,3,1,1,2,0,2,0,25,22,132,68,120,108,76,20,0,104,55,3
8192,1099,4,0,3,1,1,2,0,2,0,25,22,123,68,30,106,76,10,0,104,71,3
8193,1099,4,0,3,1,1,2,0,2,0,25,22,149,68,60,110,86,30,0,104,44,3
8194,1099,4,0,3,1,1,2,0,2,0,25,22,123,57,30,108,76,20,0,64,44,3
8195,1099,4,0,3,1,1,2,0,2,0,25,22,149,51,60,108,57,20,0,80,71,3
8196,1099,4,0,3,1,1,2,0,2,0,25,22,132,51,120,106,68,10,0,80,44,3
8197,1099,4,0,3,1,1,2,0,2,0,25,22,123,68,120,110,86,10,0,64,55,3
8198,1099,4,0,3,1,1,2,0,2,0,25,22,123,51,30,110,58,30,0,80,55,3
8199,1099,4,0,3,1,1,2,0,2,0,25,22,149,57,60,106,65,10,0,64,55,2
8200,1100,4,0,3,1,1,2,1,2,0,25,21,379,212,120,250,231,20,0,364,170,2
8201,1100,4,0,3,1,1,2,1,2,0,25,21,342,212,30,242,227,10,0,364,221,2
8202,1100,4,0,3,1,1,2,1,2,0,25,21,453,212,60,260,253,30,0,364,136,2
8203,1100,4,0,3,1,1,2,1,2,0,25,21,342,177,30,250,227,20,0,224,136,3
8204,1100,4,0,3,1,1,2,1,2,0,25,21,453,159,60,250,177,20,0,280,221,2
8205,1100,4,0,3,1,1,2,1,2,0,25,21,379,159,120,242,210,10,0,280,136,2
8206,1100,4,0,3,1,1,2,1,2,0,25,21,342,212,120,260,253,10,0,224,170,3
8207,1100,4,0,3,1,1,2,1,2,0,25,21,342,159,30,260,182,30,0,280,170,2
8208,1100,4,0,3,1,1,2,1,2,0,25,21,453,177,60,242,198,10,0,224,170,3
8209,1101,4,0,3,1,1,3,1,2,0,25,1,287,128,30,126,144,10,0,210,104,3
8210,1101,4,0,3,1,1,3,1,2,0,25,1,287,128,120,116,177,10,0,273,169,2
8211,1101,4,0,3,1,1,3,1,2,0,25,1,287,115,30,108,165,20,0,273,130,2
8212,1101,4,0,3,1,1,3,1,2,0,25,1,224,115,60,108,165,30,0,168,169,3
8213,1101,4,0,3,1,1,3,1,2,0,25,1,245,128,30,108,156,30,0,273,104,2
8214,1101,4,0,3,1,1,3,1,2,0,25,1,245,115,30,116,132,10,0,168,130,3
8215,1101,4,0,3,1,1,3,1,2,0,25,1,245,154,60,108,165,20,0,168,104,3
8216,1101,4,0,3,1,1,3,1,2,0,25,1,287,154,30,116,177,30,0,168,169,3
8217,1101,4,0,3,1,1,3,1,2,0,25,1,245,128,60,116,177,30,0,210,130,3
8218,1102,4,0,3,1,1,3,1,3,0,25,1,257,128,30,97,144,10,0,230,124,2
8219,1102,4,0,3,1,1,3,1,3,0,25,1,257,128,120,87,177,10,0,299,201,2
8220,1102,4,0,3,1,1,3,1,3,0,25,1,257,115,30,79,165,20,0,299,155,2
8221,1102,4,0,3,1,1,3,1,3,0,25,1,195,115,60,79,165,30,0,184,201,3
8222,1102,4,0,3,1,1,3,1,3,0,25,1,216,128,30,79,156,30,0,299,124,3
8223,1102,4,0,3,1,1,3,1,3,0,25,1,216,115,30,87,132,10,0,184,155,2
8224,1102,4,0,3,1,1,3,1,3,0,25,1,216,154,60,79,165,20,0,184,124,3
8225,1102,4,0,3,1,1,3,1,3,0,25,1,257,154,30,87,177,30,0,184,201,3
8226,1102,4,0,3,1,1,3,1,3,0,25,1,216,128,60,87,177,30,0,230,155,3
8227,1103,4,0,3,1,1,3,1,2,0,18,2,240,108,30,149,116,10,0,170,92,3
8228,1103,4,0,3,1,1,3,1,2,0,18,2,240,108,120,145,132,10,0,221,149,3
8229,1103,4,0,3,1,1,3,1,2,0,18,2,240,97,30,142,123,20,0,221,115,3
8230,1103,4,0,3,1,1,3,1,2,0,18,2,180,97,60,142,123,30,0,136,149,3
8231,1103,4,0,3,1,1,3,1,2,0,18,2,200,108,30,142,123,30,0,221,92,3
8232,1103,4,0,3,1,1,3,1,2,0,18,2,200,97,30,145,108,10,0,136,115,3
8233,1103,4,0,3,1,1,3,1,2,0,18,2,200,130,60,142,132,20,0,136,92,3
8234,1103,4,0,3,1,1,3,1,2,0,18,2,240,130,30,145,139,30,0,136,149,3
8235,1103,4,0,3,1,1,3,1,2,0,18,2,200,108,60,145,132,30,0,170,115,3
8236,1104,4,0,3,2,0,3,1,3,0,1,22,240,108,30,103,123,10,0,170,72,2
8237,1104,4,0,3,2,0,3,1,3,0,1,22,240,108,120,95,149,10,0,221,117,2
8238,1104,4,0,3,2,0,3,1,3,0,1,22,240,97,30,89,139,20,0,221,90,2
8239,1104,4,0,3,2,0,3,1,3,0,1,22,185,97,60,89,139,30,0,136,117,2
8240,1104,4,0,3,2,0,3,1,3,0,1,22,203,108,30,89,132,30,0,221,72,2
8241,1104,4,0,3,2,0,3,1,3,0,1,22,203,97,30,95,114,10,0,136,90,2
8242,1104,4,0,3,2,0,3,1,3,0,1,22,203,130,60,89,144,20,0,136,72,3
8243,1104,4,0,3,2,0,3,1,3,0,1,22,240,130,30,95,149,30,0,136,117,2
8244,1104,4,0,3,2,0,3,1,3,0,1,22,203,108,60,95,149,30,0,170,90,2
8245,1105,4,0,3,3,0,2,1,2,0,25,2,146,96,120,44,99,30,0,110,75,2
8246,1105,4,0,3,3,0,2,1,2,0,25,2,114,72,120,49,83,30,0,143,60,2
8247,1105,4,0,3,3,0,2,1,2,0,25,2,146,72,120,55,86,20,0,88,60,3
8248,1105,4,0,3,3,0,2,1,2,0,25,2,125,72,60,55,86,10,0,143,97,2
8249,1105,4,0,3,3,0,2,1,2,0,25,2,125,80,120,55,90,30,0,88,97,3
8250,1105,4,0,3,3,0,2,1,2,0,25,2,114,80,60,55,90,20,0,143,75,2
8251,1105,4,0,3,3,0,2,1,2,0,25,2,114,96,60,49,106,10,0,110,60,3
8252,1105,4,0,3,3,0,2,1,2,0,25,2,114,80,120,44,91,20,0,110,97,2
8253,1105,4,0,3,3,0,2,1,2,0,25,2,125,96,30,55,123,20,0,110,97,2
8254,1106,4,0,3,3,1,1,1,1,0,25,1,236,123,30,81,139,10,0,190,104,2
8255,1106,4,0,3,3,1,1,1,1,0,25,1,236,123,120,71,172,10,0,247,169,2
8256,1106,4,0,3,3,1,1,1,1,0,25,1,236,111,30,63,156,20,0,247,130,2
8257,1106,4,0,3,3,1,1,1,1,0,25,1,182,111,60,63,156,30,0,152,169,3
8258,1106,4,0,3,3,1,1,1,1,0,25,1,200,123,30,63,144,30,0,247,104,1
8259,1106,4,0,3,3,1,1,1,1,0,25,1,200,111,30,71,128,10,0,152,130,2
8260,1106,4,0,3,3,1,1,1,1,0,25,1,200,148,60,63,156,20,0,152,104,3
8261,1106,4,0,3,3,1,1,1,1,0,25,1,236,148,30,71,165,30,0,152,169,2
8262,1106,4,0,3,3,1,1,1,1,0,25,1,200,123,60,71,172,30,0,190,130,3
8263,1107,4,0,6,1,0,4,1,2,0,22,3,214,14,120,120,14,30,0,130,95,2
8264,1107,4,0,6,1,0,4,1,2,0,22,3,160,11,120,123,14,30,0,169,76,2
8265,1107,4,0,6,1,0,4,1,2,0,22,3,214,11,120,127,15,20,0,104,76,2
8266,1107,4,0,6,1,0,4,1,2,0,22,3,178,11,60,127,15,10,0,169,123,2
8267,1107,4,0,6,1,0,4,1,2,0,22,3,178,12,120,127,14,30,0,104,123,2
8268,1107,4,0,6,1,0,4,1,2,0,22,3,160,12,60,127,14,20,0,169,95,2
8269,1107,4,0,6,1,0,4,1,2,0,22,3,160,14,60,123,15,10,0,130,76,2
8270,1107,4,0,6,1,0,4,1,2,0,22,3,160,12,120,120,15,20,0,130,123,2
8271,1107,4,0,6,1,0,4,1,2,0,22,3,178,14,30,127,19,20,0,130,123,2
8272,1108,4,0,6,1,1,3,1,3,0,2,17,165,14,120,115,15,20,0,182,85,2
8273,1108,4,0,6,1,1,3,1,3,0,2,17,149,14,30,112,14,10,0,182,110,2
8274,1108,4,0,6,1,1,3,1,3,0,2,17,196,14,60,119,19,30,0,182,68,3
