chid,alt,match,x1,x2,x3,s11,s12,s13,s21,s22,s23,o11,o12,o13,o14,e11,e12,e13,e21,e22,e23,flag
8255,2,1,6,15,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8258,1,0,32,5,1.5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,ts
8258,2,1,29,14,4.25,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,ts
8271,1,0,6,4,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,ts
8271,2,1,6,11,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,ts
8274,1,0,4,4,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,ts
8274,2,1,3,15,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,ts
8278,1,1,14,5,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8278,2,0,9,18,2.75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8285,1,0,22,6,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8285,2,1,15,15,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8288,1,1,6,7,1.5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8288,2,0,3,17,2.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8291,1,1,5,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8291,2,0,5,16,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8295,1,0,8,6,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8295,2,1,4,13,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8302,1,1,11,4,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8302,2,0,10,16,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8307,1,1,10,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8307,2,0,5,17,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8308,1,0,5,4,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8308,2,1,5,13,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8311,1,0,8,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8311,2,1,5,12,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8313,1,1,14,5,1.5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,ts
8313,2,0,13,15,2.75,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,ts
8320,1,0,10,7,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8320,2,1,7,12,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8333,1,1,3,4,1.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,ts
8333,2,0,3,14,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,ts
8334,1,0,21,3,1.5,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8334,2,1,14,13,2.75,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8335,1,1,11,3,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8335,2,0,9,15,2.75,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8337,1,1,7,4,1.5,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,ts
8337,2,0,5,14,2.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,ts
8341,1,1,6,7,1.5,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,ts
8341,2,0,4,17,2.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,ts
8344,1,0,11,6,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,ts
8344,2,1,9,14,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,ts
8350,1,0,5,7,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,ts
8350,2,1,3,13,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,ts
8355,1,1,7,5,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8355,2,0,5,16,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8367,1,1,7,5,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8367,2,0,6,17,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8374,1,0,41,4,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8374,2,1,24,14,4.25,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8375,1,0,13,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8375,2,1,11,17,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8380,1,0,20,7,1.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8380,2,1,12,14,2.75,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8388,1,0,27,6,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,ts
8388,2,1,19,14,3.5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,ts
8395,1,0,8,4,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8395,2,1,4,14,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8399,1,1,5,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8399,2,0,3,13,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8400,1,0,18,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8400,2,1,12,18,2.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8401,1,1,12,5,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8401,2,0,10,14,2.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8407,1,1,15,4,1.5,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8407,2,0,16,15,3.5,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8414,1,1,15,8,1.5,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,ts
8414,2,0,11,15,2.75,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,ts
8415,1,0,26,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8415,2,1,17,18,3.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8429,1,0,6,6,1.5,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,ts
8429,2,1,4,8,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,ts
8434,1,1,8,4,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8434,2,0,8,14,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8441,1,0,27,5,1.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8441,2,1,23,13,3.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8447,1,0,11,4,1.5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8447,2,1,9,15,2.75,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8450,1,1,3,6,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8450,2,0,4,16,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8455,1,1,10,6,1.5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ts
8455,2,0,16,14,3.5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ts
8456,1,0,6,6,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,ts
8456,2,1,4,18,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,ts
8467,1,1,6,4,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,ts
8467,2,0,3,15,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,ts
8471,1,0,13,6,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8471,2,1,9,14,2.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8475,1,1,14,6,1.5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,ts
8475,2,0,9,16,2.75,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,ts
8478,1,1,5,5,1.5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8478,2,0,6,18,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8486,1,0,19,7,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,ts
8486,2,1,17,16,3.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,ts
8488,1,0,16,5,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8488,2,1,12,15,2.75,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8498,1,1,12,4,1.5,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,ts
8498,2,0,7,17,2.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,ts
8500,1,1,6,6,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8500,2,0,4,16,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8501,1,1,11,4,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,ts
8501,2,0,8,14,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,ts
8507,1,0,4,6,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,ts
8507,2,1,3,16,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,ts
8511,1,1,6,5,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8511,2,0,5,14,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8514,1,0,23,5,1.5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8514,2,1,14,14,2.75,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8518,1,0,9,6,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8518,2,1,6,14,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8519,1,1,18,7,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8519,2,0,12,16,2.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8528,1,0,6,5,1.5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ts
8528,2,1,6,11,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ts
8532,1,1,16,7,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,ts
8532,2,0,14,17,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,ts
8541,1,0,6,6,1.5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8541,2,1,4,17,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8544,1,1,4,6,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8544,2,0,4,15,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8576,1,0,19,6,1.5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8576,2,1,15,15,3.5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8578,1,0,6,4,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,ts
8578,2,1,5,19,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,ts
8579,1,1,17,4,1.5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,ts
8579,2,0,10,17,2.75,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,ts
8586,1,1,8,4,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8586,2,0,6,17,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8593,1,0,35,3,1.5,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8593,2,1,22,13,3.5,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8596,1,0,21,6,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8596,2,1,14,17,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8602,1,1,5,4,2.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,ts
8602,2,0,7,13,2.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,ts
8608,1,1,4,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8608,2,0,4,14,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8613,1,0,14,5,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8613,2,1,9,15,2.75,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8615,1,0,15,4,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8615,2,1,9,13,2.75,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8617,1,0,29,4,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8617,2,1,20,15,3.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8624,1,0,5,6,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8624,2,1,5,16,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8626,1,0,15,5,1.5,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,ts
8626,2,1,13,19,2.75,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,ts
8628,1,0,4,7,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,ts
8628,2,1,4,15,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,ts
8629,1,1,7,5,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,ts
8629,2,0,6,14,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,ts
8639,1,0,8,7,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8639,2,1,8,14,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8641,1,1,4,4,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8641,2,0,3,14,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8646,1,1,9,5,1.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,ts
8646,2,0,6,16,2.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,ts
8649,1,1,8,6,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8649,2,0,7,16,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8651,1,1,17,4,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8651,2,0,15,15,2.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8652,1,0,6,5,2.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,ts
8652,2,1,4,15,2.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,ts
8654,1,1,5,4,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8654,2,0,3,17,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ts
8658,1,0,15,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8658,2,1,11,14,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8669,1,1,6,6,1.5,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,ts
8669,2,0,5,11,2.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,ts
8672,1,1,6,4,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8672,2,0,4,15,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8676,1,1,26,5,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,ts
8676,2,0,19,18,3.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,ts
8678,1,0,9,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8678,2,1,6,16,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8686,1,0,11,6,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8686,2,1,11,11,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8690,1,0,10,6,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8690,2,1,5,12,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8693,1,1,7,6,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,ts
8693,2,0,5,18,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,ts
8700,1,0,12,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8700,2,1,10,17,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8712,1,1,4,6,1.5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,ts
8712,2,0,3,15,2.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,ts
8713,1,0,11,5,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8713,2,1,9,17,2.75,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8716,1,1,6,6,1.5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8716,2,0,4,15,2.0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8720,1,1,12,4,1.5,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,ts
8720,2,0,9,12,2.75,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,ts
8725,1,0,13,8,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8725,2,1,8,16,2.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8728,1,0,19,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8728,2,1,14,15,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8741,1,0,20,2,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8741,2,1,14,14,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8745,1,1,13,6,1.5,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,ts
8745,2,0,10,19,2.75,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,ts
8750,1,0,6,4,1.5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8750,2,1,7,14,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,ts
8751,1,0,5,6,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8751,2,1,5,14,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8753,1,1,11,4,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8753,2,0,9,17,2.75,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,ts
8755,1,0,13,5,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,ts
8755,2,1,9,17,2.75,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,ts
8758,1,1,10,4,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,ts
8758,2,0,7,16,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,ts
8760,1,1,12,5,1.5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,ts
8760,2,0,7,18,2.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,ts
8763,1,1,5,5,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8763,2,0,3,16,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8769,1,0,11,6,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8769,2,1,8,16,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8770,1,0,12,4,1.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ts
8770,2,1,7,12,2.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ts
8772,1,1,5,5,1.5,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,ts
8772,2,0,5,17,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,ts
8778,1,1,9,4,1.5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,ts
8778,2,0,10,12,2.75,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,ts
8780,1,1,7,6,1.5,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,ts
8780,2,0,7,14,2.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,ts
8786,1,1,10,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8786,2,0,4,18,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
8787,1,0,10,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8787,2,1,7,13,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8793,1,0,21,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8793,2,1,14,13,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8798,1,0,6,6,1.5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,ts
8798,2,1,4,15,2.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,ts
8799,1,1,6,3,1.5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8799,2,0,5,17,2.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,ts
8802,1,1,26,6,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8802,2,0,24,17,4.25,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8803,1,1,15,5,1.5,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,ts
8803,2,0,9,15,2.75,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,ts
8809,1,1,3,4,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,ts
8809,2,0,3,17,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,ts
8828,1,0,10,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8828,2,1,7,17,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8829,1,1,26,4,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8829,2,0,24,12,4.25,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8831,1,0,39,5,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8831,2,1,29,13,4.25,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,ts
8836,1,1,21,6,1.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8836,2,0,18,14,3.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8839,1,1,14,6,1.5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8839,2,0,8,13,2.75,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8841,1,1,7,6,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8841,2,0,8,16,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8842,1,1,8,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8842,2,0,7,16,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8847,1,0,6,5,1.5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,ts
8847,2,1,4,16,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,ts
8861,1,1,4,6,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8861,2,0,3,17,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,ts
8867,1,1,3,6,1.5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,ts
8867,2,0,4,11,2.0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,ts
8868,1,0,7,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8868,2,1,5,18,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8870,1,1,4,6,1.5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,ts
8870,2,0,4,16,2.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,ts
8876,1,1,5,5,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8876,2,0,6,15,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,ts
8877,1,0,13,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8877,2,1,11,13,2.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,ts
8883,1,1,9,4,1.5,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,ts
8883,2,0,9,14,2.75,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,ts
8889,1,0,5,5,1.5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,ts
8889,2,1,3,16,2.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,ts
8891,1,0,8,4,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8891,2,1,7,15,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,ts
8892,1,1,22,5,1.5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ts
8892,2,0,15,18,3.5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ts
8894,1,1,16,5,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8894,2,0,9,14,2.75,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,ts
8896,1,1,8,6,1.5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8896,2,0,4,19,2.0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,ts
8909,1,1,10,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,ts
