chid,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match
8590,1,8,16,2.75,s11,s21,e12,e22,o12,5.3,3,-2.404746465,0
8591,0,8,5,1.5,s11,s21,e11,e22,o12,6.28,3,-1.716119714,1
8591,1,10,18,2.75,s11,s21,e11,e22,o12,6.28,3,-2.231489447,0
8592,0,7,6,2,s11,s21,e12,e22,o14,2.71,3,-1.704902437,0
8592,1,4,14,2,s11,s21,e12,e22,o14,2.71,3,-1.702966568,1
8593,0,35,3,1.5,s13,s21,e11,e21,o13,14.51,2,-4.336413355,0
8593,1,22,13,3.5,s13,s21,e11,e21,o13,14.51,2,-3.896743962,1
8594,0,20,6,1.5,s11,s21,e12,e21,o13,9.87,3,-2.875867954,1
8594,1,15,15,2.75,s11,s21,e12,e21,o13,9.87,3,-2.931957313,0
8595,0,6,5,1.5,s12,s21,e12,e22,o13,2.88,1,-1.184169907,1
8595,1,4,14,2,s12,s21,e12,e22,o13,2.88,1,-1.527608465,0
8596,0,21,6,1.5,s12,s21,e12,e22,o11,9.1,1,-3.607688522,0
8596,1,14,17,2.75,s12,s21,e12,e22,o11,9.1,1,-3.277795558,1
8597,0,7,4,1.5,s12,s21,e11,e22,o11,2.99,1,-1.37101166,0
8597,1,4,16,2,s12,s21,e11,e22,o11,2.99,1,-1.106645186,1
8598,0,6,4,1.5,s11,s21,e13,e22,o13,3.21,3,-1.277863523,1
8598,1,6,17,2,s11,s21,e13,e22,o13,3.21,3,-2.791336403,0
8599,0,8,5,1.5,s12,s23,e12,e22,o13,3.62,1,-1.863204384,1
8599,1,5,17,2,s12,s23,e12,e22,o13,3.62,1,-2.326389726,0
8600,0,6,5,2,s11,s21,e12,e21,o12,2.6,3,-1.301713929,1
8600,1,4,15,2,s11,s21,e12,e21,o12,2.6,3,-2.057865204,0
8601,0,5,5,1.5,s11,s21,e11,e22,o13,2.01,3,-1.453308942,0
8601,1,3,14,2,s11,s21,e11,e22,o13,2.01,3,-0.862807328,1
8602,0,5,4,2,s11,s23,e12,e21,o13,4.22,2,-1.709477518,1
8602,1,7,13,2,s11,s23,e12,e21,o13,4.22,2,-3.224671645,0
8603,0,32,5,1.5,s11,s23,e12,e22,o12,15.57,2,-4.724721349,1
8603,1,22,15,4.25,s11,s23,e12,e22,o12,15.57,2,-4.971869419,0
8604,0,5,4,1.5,s11,s21,e11,e23,o12,3.21,3,-1.035721224,0
8604,1,5,15,2,s11,s21,e11,e23,o12,3.21,3,-0.790706797,1
8605,0,10,4,2,s12,s23,e11,e22,o12,4.99,1,-1.928288317,0
8605,1,7,15,2,s12,s23,e11,e22,o12,4.99,1,-1.274141994,1
8606,0,6,6,1.5,s11,s21,e12,e23,o13,3.3,3,-1.433716438,1
8606,1,5,17,2,s11,s21,e12,e23,o13,3.3,3,-2.001128054,0
8607,0,20,5,1.5,s12,s21,e11,e23,o11,8.31,1,-3.412304205,0
8607,1,13,16,2.75,s12,s21,e11,e23,o11,8.31,1,-1.715336592,1
8608,0,4,5,1.5,s12,s21,e11,e22,o12,2.83,2,-1.549457896,1
8608,1,4,14,2,s12,s21,e11,e22,o12,2.83,2,-2.092770463,0
8609,0,7,5,2,s11,s21,e12,e23,o13,2.53,2,-2.27801329,1
8609,1,4,14,2,s11,s21,e12,e23,o13,2.53,2,-3.181676862,0
8610,0,5,5,2,s11,s21,e11,e23,o13,2.83,3,-1.336714405,0
8610,1,4,16,2,s11,s21,e11,e23,o13,2.83,3,-0.679702469,1
8611,0,8,5,1.5,s12,s21,e12,e22,o13,3.21,1,-1.920076446,0
8611,1,5,17,2,s12,s21,e12,e22,o13,3.21,1,-1.89156128,1
8612,0,6,5,1.5,s11,s21,e12,e22,o13,4.63,3,-1.423867419,1
8612,1,8,13,2,s11,s21,e12,e22,o13,4.63,3,-1.80284062,0
8613,0,14,5,2,s12,s21,e12,e22,o14,5.88,1,-2.680836676,0
8613,1,9,15,2.75,s12,s21,e12,e22,o14,5.88,1,-2.376171482,1
8614,0,9,3,2,s12,s21,e12,e21,o14,5.34,1,-1.443023218,1
8614,1,8,14,2.75,s12,s21,e12,e21,o14,5.34,1,-2.246136786,0
8615,0,15,4,1.5,s11,s21,e12,e22,o11,6.9,3,-2.387624394,0
8615,1,9,13,2.75,s11,s21,e12,e22,o11,6.9,3,-2.033156262,1
8616,0,3,4,1.5,s11,s21,e11,e22,o12,2.1,3,-0.965619889,1
8616,1,3,16,2,s11,s21,e11,e22,o12,2.1,3,-1.660841955,0
8617,0,29,4,2,s12,s21,e11,e22,o11,12.71,1,-4.336182869,0
8617,1,20,15,3.5,s12,s21,e11,e22,o11,12.71,1,-2.942822434,1
8618,0,9,4,1.5,s12,s21,e12,e22,o13,3.92,1,-1.854220107,0
8618,1,5,14,2,s12,s21,e12,e22,o13,3.92,1,-1.686495995,1
8619,0,17,6,2,s11,s21,e11,e23,o12,8.45,3,-2.607345606,0
8619,1,14,13,2.75,s11,s21,e11,e23,o12,8.45,3,-1.711575274,1
8620,0,9,5,1.5,s12,s21,e11,e22,o13,4.76,1,-1.86020345,0
8620,1,7,14,2,s12,s21,e11,e22,o13,4.76,1,-0.894719596,1
8621,0,8,5,1.5,s12,s21,e11,e22,o12,3.82,1,-1.430006491,0
8621,1,5,18,2,s12,s21,e11,e22,o12,3.82,1,-1.36561616,1
8622,0,8,7,1.5,s12,s21,e12,e22,o13,3.5,1,-2.242814319,0
8622,1,5,17,2,s12,s21,e12,e22,o13,3.5,1,-2.066242937,1
8623,0,12,6,2,s12,s21,e12,e22,o11,8.52,1,-2.608149918,1
8623,1,14,14,2.75,s12,s21,e12,e22,o11,8.52,1,-2.836972102,0
8624,0,5,6,1.5,s12,s21,e12,e22,o12,3.24,1,-1.675724603,0
8624,1,5,16,2,s12,s21,e12,e22,o12,3.24,1,-1.608710375,1
8625,0,5,6,1.5,s12,s21,e12,e22,o13,2.72,3,-1.473230527,1
8625,1,4,16,2,s12,s21,e12,e22,o13,2.72,3,-1.878506784,0
8626,0,15,5,1.5,s12,s21,e11,e21,o14,8.69,1,-2.867209379,0
8626,1,13,19,2.75,s12,s21,e11,e21,o14,8.69,1,-2.724443047,1
8627,0,17,4,1.5,s11,s23,e11,e21,o12,10.4,2,-2.566888686,1
8627,1,15,14,3.5,s11,s23,e11,e21,o12,10.4,2,-3.682242842,0
8628,0,4,7,1.5,s12,s21,e12,e21,o14,2.34,1,-1.743698359,0
8628,1,4,15,2,s12,s21,e12,e21,o14,2.34,1,-1.636764149,1
8629,0,7,5,1.5,s11,s21,e12,e21,o12,3.93,3,-1.709889441,1
8629,1,6,14,2,s11,s21,e12,e21,o12,3.93,3,-2.122862162,0
8630,0,5,5,1.5,s11,s23,e13,e22,o12,2.69,2,-1.833548975,1
8630,1,4,16,2,s11,s23,e13,e22,o12,2.69,2,-3.570637155,0
8631,0,9,3,1.5,s12,s22,e12,e21,o13,6.1,1,-1.55440794,1
8631,1,8,15,2.75,s12,s22,e12,e21,o13,6.1,1,-2.076790759,0
8632,0,7,6,1.5,s11,s21,e11,e22,o13,3.74,3,-1.671323601,0
8632,1,5,17,2,s11,s21,e11,e22,o13,3.74,3,-1.419513478,1
8633,0,15,6,1.5,s11,s21,e12,e22,o11,7.13,3,-2.656390416,1
8633,1,12,16,2.75,s11,s21,e12,e22,o11,7.13,3,-2.960456865,0
8634,0,7,5,1.5,s11,s21,e12,e22,o12,3.22,3,-1.418845466,1
8634,1,5,17,2,s11,s21,e12,e22,o12,3.22,3,-2.029512124,0
8635,0,25,6,1.5,s11,s23,e11,e21,o13,11.36,2,-4.186842085,0
8635,1,13,12,3.5,s11,s23,e11,e21,o13,11.36,2,-2.398061214,1
8636,0,7,5,1.5,s11,s22,e13,e22,o12,3.98,2,-2.147450416,1
8636,1,6,13,2,s11,s22,e13,e22,o12,3.98,2,-3.473831959,0
8637,0,4,5,2,s12,s21,e11,e22,o14,2.74,1,-1.671805228,0
8637,1,4,13,2,s12,s21,e11,e22,o14,2.74,1,-0.607341529,1
8638,0,16,5,1.5,s11,s21,e13,e22,o12,8.71,3,-2.300980192,1
8638,1,13,17,2.75,s11,s21,e13,e22,o12,8.71,3,-3.325077197,0
8639,0,8,7,1.5,s12,s21,e12,e22,o11,4.84,1,-2.137285377,0
8639,1,8,14,2,s12,s21,e12,e22,o11,4.84,1,-1.725841581,1
8640,0,25,4,1.5,s11,s21,e11,e21,o13,7.57,3,-3.289849554,0
8640,1,12,17,2.75,s11,s21,e11,e21,o13,7.57,3,-2.412968377,1
8641,0,4,4,1.5,s11,s21,e12,e22,o12,2.45,2,-1.350826077,1
8641,1,3,14,2,s11,s21,e12,e22,o12,2.45,2,-2.887694804,0
8642,0,5,4,2,s12,s21,e12,e22,o12,2.54,1,-1.289735823,1
8642,1,4,16,2,s12,s21,e12,e22,o12,2.54,1,-1.805755226,0
8643,0,12,8,1.5,s11,s21,e12,e23,o13,6.63,3,-2.364250126,0
8643,1,9,11,2.75,s11,s21,e12,e23,o13,6.63,3,-1.481770147,1
8644,0,21,5,2,s11,s21,e12,e22,o12,8.56,3,-2.719588994,1
8644,1,14,14,2.75,s11,s21,e12,e22,o12,8.56,3,-2.995834609,0
8645,0,17,6,1.5,s11,s21,e13,e21,o13,8.27,3,-2.494506415,1
8645,1,13,13,2.75,s11,s21,e13,e21,o13,8.27,3,-2.98667942,0
8646,0,9,5,1.5,s11,s21,e13,e23,o12,4.22,3,-1.806401942,1
8646,1,6,16,2,s11,s21,e13,e23,o12,4.22,3,-2.181040569,0
8647,0,8,6,2,s11,s22,e12,e22,o11,3.5,2,-2.516309316,1
8647,1,5,15,2,s11,s22,e12,e22,o11,3.5,2,-3.442527587,0
8648,0,11,3,1.5,s11,s21,e11,e22,o12,5.62,2,-1.759675258,1
8648,1,8,18,2.75,s11,s21,e11,e22,o12,5.62,2,-3.383378481,0
8649,0,8,6,1.5,s11,s21,e12,e22,o12,4.72,3,-1.456372342,1
8649,1,7,16,2,s11,s21,e12,e22,o12,4.72,3,-2.146747686,0
8650,0,21,4,1.5,s11,s21,e11,e22,o12,6.75,3,-2.650458278,0
8650,1,9,15,2.75,s11,s21,e11,e22,o12,6.75,3,-1.451656425,1
8651,0,17,4,1.5,s12,s21,e12,e22,o12,9.75,1,-2.847062714,1
8651,1,15,15,2.75,s12,s21,e12,e22,o12,9.75,1,-3.031272928,0
8652,0,6,5,2,s12,s23,e11,e22,o11,2.67,1,-1.449996595,0
8652,1,4,15,2,s12,s23,e11,e22,o11,2.67,1,-0.533180854,1
8653,0,11,3,1.5,s11,s23,e11,e22,o12,5.58,2,-2.026480467,1
8653,1,7,15,2.75,s11,s23,e11,e22,o12,5.58,2,-2.806214499,0
8654,0,5,4,1.5,s11,s21,e12,e22,o11,2.3,3,-1.152207996,1
8654,1,3,17,2,s11,s21,e12,e22,o11,2.3,3,-2.067816283,0
8655,0,11,5,1.5,s11,s21,e11,e23,o12,6.33,3,-1.905903411,0
8655,1,9,15,2.75,s11,s21,e11,e23,o12,6.33,3,-1.133464572,1
8656,0,32,5,1.5,s11,s21,e12,e22,o13,17.24,3,-3.990868508,1
8656,1,24,18,4.25,s11,s21,e12,e22,o13,17.24,3,-4.358978081,0
8657,0,15,5,1.5,s12,s22,e11,e21,o12,8.58,1,-2.337559177,0
8657,1,11,10,2.75,s12,s22,e11,e21,o12,8.58,1,-0.934397034,1
8658,0,15,5,1.5,s12,s21,e11,e22,o13,7.81,1,-2.728079391,0
8658,1,11,14,2.75,s12,s21,e11,e22,o13,7.81,1,-1.97221438,1
8659,0,17,6,1.5,s12,s21,e12,e22,o13,8.14,1,-3.140572242,0
8659,1,11,16,2.75,s12,s21,e12,e22,o13,8.14,1,-2.59973462,1
8660,0,14,4,2,s12,s23,e11,e22,o12,7.38,1,-2.354155635,0
8660,1,11,15,2.75,s12,s23,e11,e22,o12,7.38,1,-1.746368365,1
8661,0,12,4,2,s12,s21,e13,e22,o12,4.72,1,-2.135231558,1
8661,1,6,16,2,s12,s21,e13,e22,o12,4.72,1,-2.53065551,0
8662,0,16,6,1.5,s13,s21,e11,e22,o11,6.65,3,-2.364132966,0
8662,1,10,19,2.75,s13,s21,e11,e22,o11,6.65,3,-2.285589675,1
8663,0,9,4,1.5,s11,s21,e11,e21,o13,3.18,3,-1.483947765,1
8663,1,4,19,2,s11,s21,e11,e21,o13,3.18,3,-1.67190675,0
8664,0,18,5,1.5,s11,s23,e11,e22,o13,7.91,2,-3.213050292,0
8664,1,13,15,2.75,s11,s23,e11,e22,o13,7.91,2,-3.131974826,1
8665,0,12,6,2,s11,s21,e12,e22,o12,6.44,3,-2.17300793,1
8665,1,9,14,2.75,s11,s21,e12,e22,o12,6.44,3,-2.483531035,0
8666,0,11,5,2,s11,s21,e11,e22,o13,6.97,3,-1.940405334,0
8666,1,10,14,2.75,s11,s21,e11,e22,o13,6.97,3,-1.635074958,1
8667,0,15,6,1.5,s11,s21,e12,e22,o13,8.82,3,-2.791683484,1
8667,1,13,15,2.75,s11,s21,e12,e22,o13,8.82,3,-2.800535518,0
8668,0,17,5,1.5,s12,s21,e12,e22,o12,8.11,1,-2.931537805,0
8668,1,12,13,2.75,s12,s21,e12,e22,o12,8.11,1,-2.392694046,1
8669,0,6,6,1.5,s11,s21,e13,e21,o14,3.35,3,-1.60345328,1
8669,1,5,11,2,s11,s21,e13,e21,o14,3.35,3,-1.717597194,0
8670,0,10,3,1.5,s11,s23,e11,e22,o11,4.93,2,-1.76308911,1
8670,1,7,15,2,s11,s23,e11,e22,o11,4.93,2,-2.576977803,0
8671,0,6,4,2,s11,s21,e13,e22,o12,3.69,3,-1.374934079,1
8671,1,6,16,2,s11,s21,e13,e22,o12,3.69,3,-2.38748634,0
8672,0,6,4,1.5,s11,s21,e12,e22,o12,2.44,3,-1.303769182,1
8672,1,4,15,2,s11,s21,e12,e22,o12,2.44,3,-1.837383385,0
8673,0,6,5,2,s11,s21,e13,e23,o13,3.44,3,-1.468789306,1
8673,1,6,13,2,s11,s21,e13,e23,o13,3.44,3,-1.715891382,0
8674,0,13,5,1.5,s12,s23,e11,e21,o13,6.94,1,-2.623895543,0
8674,1,10,13,2.75,s12,s23,e11,e21,o13,6.94,1,-1.46001489,1
8675,0,8,6,1.5,s11,s21,e12,e22,o13,3.29,1,-1.900593132,0
8675,1,5,14,2,s11,s21,e12,e22,o13,3.29,1,-1.696997769,1
8676,0,26,5,2,s11,s21,e12,e23,o13,12.63,3,-3.634737573,1
8676,1,19,18,3.5,s11,s21,e12,e23,o13,12.63,3,-3.783395533,0
8677,0,16,3,1.5,s11,s21,e11,e21,o11,7.05,3,-2.200351709,0
8677,1,11,14,2.75,s11,s21,e11,e21,o11,7.05,3,-1.746508682,1
8678,0,9,4,1.5,s11,s21,e11,e22,o13,4.66,3,-1.705013017,0
8678,1,6,16,2,s11,s21,e11,e22,o13,4.66,3,-1.162942468,1
8679,0,13,6,1.5,s11,s21,e12,e22,o14,7.16,3,-2.3167356,0
8679,1,10,14,2.75,s11,s21,e12,e22,o14,7.16,3,-1.975090132,1
8680,0,4,5,1.5,s12,s21,e11,e22,o13,2.38,1,-0.945842994,0
8680,1,3,17,2,s12,s21,e11,e22,o13,2.38,1,-0.858360461,1
8681,0,24,5,1.5,s11,s21,e13,e23,o14,11.75,3,-3.304728141,0
8681,1,16,15,3.5,s11,s21,e13,e23,o14,11.75,3,-3.074519096,1
8682,0,10,5,1.5,s11,s21,e12,e21,o12,4.32,3,-1.997699368,1
8682,1,7,19,2,s11,s21,e12,e21,o12,4.32,3,-3.01439164,0
8683,0,8,6,1.5,s11,s23,e11,e22,o11,3.22,2,-2.339320961,0
8683,1,5,11,2,s11,s23,e11,e22,o11,3.22,2,-1.266180596,1
8684,0,40,7,1.5,s13,s22,e11,e21,o11,30.11,3,-4.951887844,1
8684,1,41,17,6.5,s13,s22,e11,e21,o11,30.11,3,-5.09198765,0
8685,0,25,6,1.5,s12,s21,e11,e22,o13,10.74,1,-3.889588789,0
8685,1,16,16,3.5,s12,s21,e11,e22,o13,10.74,1,-2.740388381,1
8686,0,11,6,1.5,s11,s21,e12,e22,o13,7.39,3,-2.278693834,0
8686,1,11,11,2.75,s11,s21,e12,e22,o13,7.39,3,-2.090074332,1
8687,0,10,6,1.5,s12,s23,e12,e22,o12,3.88,1,-2.067466513,0
8687,1,6,15,2,s12,s23,e12,e22,o12,3.88,1,-2.06080296,1
8688,0,5,4,1.5,s12,s21,e13,e23,o11,2.59,1,-1.287866224,1
8688,1,4,15,2,s12,s21,e13,e23,o11,2.59,1,-1.742332389,0
8689,0,9,7,1.5,s12,s21,e12,e22,o13,3.56,1,-2.208376198,0
8689,1,6,15,2,s12,s21,e12,e22,o13,3.56,1,-2.036340062,1
8690,0,10,6,1.5,s12,s21,e12,e22,o12,3.37,1,-2.331777694,0
8690,1,5,12,2,s12,s21,e12,e22,o12,3.37,1,-1.098605509,1
8691,0,7,6,1.5,s11,s21,e11,e21,o11,3.6,3,-1.575806549,0
8691,1,5,15,2,s11,s21,e11,e21,o11,3.6,3,-1.10634275,1
8692,0,17,4,2,s12,s21,e11,e23,o13,7.73,1,-2.801397405,0
8692,1,12,20,2.75,s12,s21,e11,e23,o13,7.73,1,-2.391570536,1
8693,0,7,6,1.5,s12,s21,e12,e21,o13,3.77,1,-1.907500247,1
8693,1,5,18,2,s12,s21,e12,e21,o13,3.77,1,-2.253953135,0
8694,0,9,5,1.5,s11,s21,e11,e22,o13,5.24,1,-2.032254355,0
8694,1,8,14,2.75,s11,s21,e11,e22,o13,5.24,1,-1.121323842,1
8695,0,9,4,1.5,s12,s21,e13,e22,o13,3.5,1,-1.784419724,1
8695,1,5,17,2,s12,s21,e13,e22,o13,3.5,1,-2.346252079,0
8696,0,9,5,1.5,s12,s21,e11,e21,o13,3.66,1,-1.998558166,0
8696,1,5,14,2,s12,s21,e11,e21,o13,3.66,1,-1.005597845,1
8697,0,6,5,1.5,s12,s23,e13,e22,o13,3.17,1,-1.55981811,1
8697,1,5,15,2,s12,s23,e13,e22,o13,3.17,1,-2.39963469,0
8698,0,6,5,1.5,s12,s21,e11,e23,o13,3.43,1,-1.428414549,0
8698,1,5,15,2,s12,s21,e11,e23,o13,3.43,1,-0.847596149,1
8699,0,5,3,1.5,s11,s21,e11,e22,o13,2.91,1,-0.943384336,0
8699,1,4,13,2,s11,s21,e11,e22,o13,2.91,1,-0.508863773,1
8700,0,12,6,1.5,s12,s21,e11,e21,o13,6.56,1,-2.265989264,0
8700,1,10,17,2.75,s12,s21,e11,e21,o13,6.56,1,-1.917026836,1
8701,0,5,5,2,s11,s21,e11,e22,o13,2.49,3,-1.271567233,0
8701,1,4,14,2,s11,s21,e11,e22,o13,2.49,3,-0.731059523,1
8702,0,22,6,1.5,s11,s21,e12,e22,o12,9.07,3,-3.343545487,0
8702,1,14,13,2.75,s11,s21,e12,e22,o12,9.07,3,-2.429333961,1
8703,0,8,5,1.5,s12,s21,e11,e22,o12,4.14,1,-1.554545425,0
8703,1,6,18,2,s12,s21,e11,e22,o12,4.14,1,-1.47284761,1
8704,0,12,6,1.5,s12,s21,e12,e22,o14,5.27,1,-2.496865633,0
8704,1,9,13,2.75,s12,s21,e12,e22,o14,5.27,1,-2.102746529,1
8705,0,13,4,1.5,s11,s21,e12,e21,o12,5.7,3,-2.102982305,1
8705,1,8,17,2.75,s11,s21,e12,e21,o12,5.7,3,-2.809326283,0
8706,0,14,5,2,s12,s21,e11,e22,o11,7.43,1,-2.729418928,0
8706,1,10,16,2.75,s12,s21,e11,e22,o11,7.43,1,-1.887644097,1
8707,0,19,5,2,s13,s21,e12,e22,o13,11.94,3,-2.697020094,1
8707,1,19,14,3.5,s13,s21,e12,e22,o13,11.94,3,-3.28164681,0
8708,0,15,3,1.5,s12,s21,e12,e22,o13,6.65,1,-2.386818614,1
8708,1,10,16,2.75,s12,s21,e12,e22,o13,6.65,1,-2.564475764,0
8709,0,7,5,1.5,s11,s21,e12,e23,o13,3.07,3,-1.530023284,1
8709,1,4,15,2,s11,s21,e12,e23,o13,3.07,3,-1.664702757,0
8710,0,16,5,1.5,s11,s23,e12,e21,o12,8.07,2,-2.801647893,1
8710,1,11,14,2.75,s11,s23,e12,e21,o12,8.07,2,-3.798147354,0
8711,0,11,4,2,s11,s21,e11,e23,o12,5.65,3,-2.010402057,0
8711,1,7,11,2.75,s11,s21,e11,e23,o12,5.65,3,-0.521949787,1
8712,0,4,6,1.5,s12,s21,e13,e22,o11,2.26,1,-1.271855475,1
8712,1,3,15,2,s12,s21,e13,e22,o11,2.26,1,-1.672252912,0
8713,0,11,5,2,s12,s21,e11,e22,o14,5.53,1,-2.229161839,0
8713,1,9,17,2.75,s12,s21,e11,e22,o14,5.53,1,-1.907908788,1
8714,0,5,5,2,s11,s21,e12,e23,o13,2.87,3,-1.391804653,0
8714,1,5,12,2,s11,s21,e12,e23,o13,2.87,3,-1.1516861,1
8715,0,8,7,2,s11,s21,e12,e22,o13,3.84,3,-1.858114871,0
8715,1,5,14,2,s11,s21,e12,e22,o13,3.84,3,-1.762360009,1
8716,0,6,6,1.5,s11,s23,e11,e21,o13,2.84,2,-2.00728651,1
8716,1,4,15,2,s11,s23,e11,e21,o13,2.84,2,-2.334307071,0
8717,0,8,4,1.5,s12,s21,e12,e23,o12,3.54,1,-1.939578865,1
8717,1,6,18,2,s12,s21,e12,e23,o12,3.54,1,-2.329558902,0
8718,0,5,5,1.5,s12,s23,e11,e22,o12,3.54,1,-1.313345723,0
8718,1,5,11,2,s12,s23,e11,e22,o12,3.54,1,-0.27841276,1
8719,0,6,6,1.5,s12,s21,e12,e23,o13,2.96,1,-1.723946647,0
8719,1,4,14,2,s12,s21,e12,e23,o13,2.96,1,-1.220828239,1
8720,0,12,4,1.5,s11,s23,e12,e21,o12,5.9,2,-2.383988531,1
8720,1,9,12,2.75,s11,s23,e12,e21,o12,5.9,2,-3.327652026,0
8721,0,43,7,1.5,s12,s21,e11,e21,o12,22.31,1,-6.596056711,0
8721,1,30,12,5,s12,s21,e11,e21,o12,22.31,1,-3.971200456,1
8722,0,17,6,1.5,s11,s21,e11,e22,o12,7.85,3,-2.815588829,0
8722,1,11,13,2.75,s11,s21,e11,e22,o12,7.85,3,-1.513969907,1
8723,0,7,5,1.5,s12,s21,e13,e22,o13,2.87,1,-1.732210329,1
8723,1,4,19,2,s12,s21,e13,e22,o13,2.87,1,-2.908567696,0
8724,0,26,5,1.5,s11,s22,e12,e22,o13,10.67,2,-3.938266575,1
8724,1,15,16,3.5,s11,s22,e12,e22,o13,10.67,2,-4.552762336,0
8725,0,13,8,1.5,s12,s21,e12,e22,o13,5.87,1,-3.000040912,0
8725,1,8,16,2.75,s12,s21,e12,e22,o13,5.87,1,-2.456353876,1
8726,0,10,6,1.5,s12,s21,e11,e21,o11,4.09,1,-1.899050409,0
8726,1,6,19,2,s12,s21,e11,e21,o11,4.09,1,-1.712687168,1
8727,0,13,6,1.5,s12,s21,e11,e21,o13,8.2,1,-2.599085907,0
8727,1,13,15,2.75,s12,s21,e11,e21,o13,8.2,1,-2.134474345,1
8728,0,19,6,1.5,s12,s21,e11,e22,o13,9.8,1,-3.499658182,0
8728,1,14,15,2.75,s12,s21,e11,e22,o13,9.8,1,-2.028361403,1
8729,0,10,6,1.5,s11,s21,e12,e21,o12,6.11,3,-1.815662327,0
8729,1,9,12,2.75,s11,s21,e12,e21,o12,6.11,3,-1.734233549,1
8730,0,24,5,2,s11,s21,e12,e21,o11,11.45,3,-3.197840226,0
8730,1,17,10,3.5,s11,s21,e12,e21,o11,11.45,3,-2.400378879,1
8731,0,7,5,1.5,s12,s21,e13,e22,o11,5.07,1,-1.670192229,1
8731,1,8,14,2.75,s12,s21,e13,e22,o11,5.07,1,-2.522797165,0
8732,0,14,5,1.5,s11,s21,e11,e22,o13,7.31,3,-2.125398245,0
8732,1,10,12,2.75,s11,s21,e11,e22,o13,7.31,3,-0.897734179,1
8733,0,10,4,1.5,s12,s21,e12,e23,o14,5.48,1,-2.097403275,0
8733,1,9,15,2.75,s12,s21,e12,e23,o14,5.48,1,-2.09274068,1
8734,0,5,6,1.5,s11,s21,e12,e22,o13,2.28,3,-1.252664348,0
8734,1,3,10,2,s11,s21,e12,e22,o13,2.28,3,-1.022441741,1
8735,0,9,4,1.5,s11,s21,e12,e22,o12,5.16,3,-1.554694293,1
8735,1,8,13,2.75,s11,s21,e12,e22,o12,5.16,3,-1.929392379,0
8736,0,6,5,2,s12,s21,e11,e23,o11,2.7,1,-1.61370052,0
8736,1,5,14,2,s12,s21,e11,e23,o11,2.7,1,-0.507042285,1
8737,0,8,6,1.5,s11,s21,e11,e22,o13,3.47,3,-1.795015222,0
8737,1,5,18,2,s11,s21,e11,e22,o13,3.47,3,-1.606272239,1
8738,0,32,6,2,s11,s21,e12,e22,o12,21.12,3,-4.442608962,1
8738,1,31,15,5,s11,s21,e12,e22,o12,21.12,3,-4.487292573,0
8739,0,5,3,1.5,s11,s21,e12,e21,o11,2.67,3,-0.990806912,1
8739,1,4,17,2,s11,s21,e12,e21,o11,2.67,3,-2.184360652,0
8740,0,13,6,1.5,s12,s21,e12,e22,o12,9.09,1,-2.69247365,0
8740,1,13,11,2.75,s12,s21,e12,e22,o12,9.09,1,-2.218083687,1
8741,0,20,2,1.5,s12,s21,e11,e22,o13,9.32,1,-2.836432229,0
8741,1,14,14,2.75,s12,s21,e11,e22,o13,9.32,1,-1.960161784,1
8742,0,10,4,2,s11,s21,e11,e22,o11,4.99,3,-1.957232269,0
8742,1,7,15,2,s11,s21,e11,e22,o11,4.99,3,-1.124922183,1
8743,0,25,5,1.5,s11,s21,e12,e22,o13,13.62,3,-3.294476299,1
8743,1,20,17,3.5,s11,s21,e12,e22,o13,13.62,3,-3.793424713,0
8744,0,19,6,2,s11,s21,e12,e23,o12,9.83,3,-2.724681809,0
8744,1,14,13,2.75,s11,s21,e12,e23,o12,9.83,3,-2.389025234,1
8745,0,13,6,1.5,s11,s23,e13,e21,o13,6.3,2,-2.831911697,1
8745,1,10,19,2.75,s11,s23,e13,e21,o13,6.3,2,-5.380214406,0
8746,0,25,6,1.5,s11,s21,e12,e22,o12,15.13,3,-3.516812188,0
8746,1,23,14,4.25,s11,s21,e12,e22,o12,15.13,3,-3.277954754,1
8747,0,8,6,1.5,s12,s21,e13,e21,o12,3.28,1,-1.851299041,1
8747,1,5,15,2,s12,s21,e13,e21,o12,3.28,1,-2.437025652,0
8748,0,7,5,1.5,s12,s23,e11,e21,o13,3.7,1,-1.765088327,0
8748,1,5,14,2,s12,s23,e11,e21,o13,3.7,1,-1.036259243,1
8749,0,15,6,2,s11,s21,e11,e22,o14,7.81,3,-2.634745733,0
8749,1,11,11,2.75,s11,s21,e11,e22,o14,7.81,3,-1.142856339,1
8750,0,6,4,1.5,s11,s21,e11,e22,o14,4.66,3,-1.324110176,0
8750,1,7,14,2,s11,s21,e11,e22,o14,4.66,3,-0.980516531,1
8751,0,5,6,1.5,s12,s21,e12,e22,o13,3.48,1,-1.72805868,0
8751,1,5,14,2,s12,s21,e12,e22,o13,3.48,1,-1.597070451,1
8752,0,9,6,1.5,s13,s23,e11,e22,o12,3.86,3,-1.896161628,0
8752,1,5,14,2,s13,s23,e11,e22,o12,3.86,3,-0.793067017,1
8753,0,11,4,1.5,s12,s21,e11,e22,o11,5.92,1,-2.035052925,1
8753,1,9,17,2.75,s12,s21,e11,e22,o11,5.92,1,-2.084139098,0
8754,0,16,6,1.5,s11,s23,e13,e22,o13,6.08,2,-3.077977802,1
8754,1,10,18,2.75,s11,s23,e13,e22,o13,6.08,2,-5.175754146,0
8755,0,13,5,2,s12,s21,e11,e23,o11,6.85,1,-2.429650777,0
